Date,Open,High,Low,Close,Volume,log_return
2024-10-09,224.44104641791938,228.94521774486736,224.04245364435144,228.73594665527344,33591100,0.016560371125925576
2024-10-10,226.98212047614993,228.6960967971132,226.3742566041183,228.23770141601562,28183500,-0.00218063093483246
2024-10-11,228.4968150773993,228.60643037956845,226.54367384020586,226.75294494628906,31759200,-0.006526559400644455
2024-10-14,227.89890830734765,230.91829362955485,227.79926770980506,230.48980712890625,39882100,0.0163455642139107
2024-10-15,232.79170373632726,236.65811760908664,231.5560417756155,233.03086853027344,64751400,0.01096428699310378
2024-10-16,230.78874694170784,231.3069145139278,229.0349022193022,230.96810913085938,34082200,-0.008891282472493524
2024-10-17,232.6123377292532,233.0308799404877,229.71254238803704,231.33682250976562,32993800,0.0015951093395283208
2024-10-18,235.35269346424636,235.35269346424636,233.19029643777657,234.1768341064453,46431500,0.0122017766486476
2024-10-21,233.6287538470191,236.0203561309456,233.6287538470191,235.65164184570312,36254500,0.006278089382818959
2024-10-22,233.07072804715946,235.3925683333293,231.7852533575211,235.03382873535156,38846600,-0.0026251648022755673
2024-10-23,233.26006870913344,234.31635331873264,226.96219904424217,229.95169067382812,52287000,-0.02186020953636374
2024-10-24,229.17441473320775,230.0114839114603,227.60992208421712,229.76235961914062,31109500,-0.0008236905757890351
2024-10-25,228.93527772998817,232.4030838122294,228.7658750265385,230.59942626953125,38802300,0.003636564104745432
2024-10-28,232.50273684103132,233.9077863541258,231.73542973016842,232.5824432373047,36087100,0.008562636900694085
2024-10-29,232.28350596136286,233.50919327337175,231.50623935322642,232.85150146484375,35417200,0.0011561608712586007
2024-10-30,231.79520878623467,232.65219696606212,228.74592985962587,229.29400634765625,47070900,-0.015395867002918714
2024-10-31,228.53666090957242,229.02495000446748,224.5805658660821,225.11868286132812,64370100,-0.018377308091254825
2024-11-01,220.1959740256502,224.56063636026596,219.4984290694042,222.12918090820312,65276700,-0.013368633900394708
2024-11-04,220.21591416091667,222.0095968952219,218.94039900502227,221.23233032226562,44944500,-0.004045690870745659
2024-11-05,221.02308305755813,223.1655459656629,220.36539125313263,222.66729736328125,28111300,0.006465299585738739
2024-11-06,221.83023455712816,225.27812143912794,220.41521040716108,221.93984985351562,54561100,-0.0032723187805197744
2024-11-07,223.8431738287627,227.081789771112,223.7833864288354,226.6831817626953,42137700,0.021146969011772154
2024-11-08,226.6233197345054,228.10973956989392,225.8651541338214,226.41383361816406,38328800,-0.0011889205495318918
2024-11-11,224.4585504714927,225.15686291743452,220.96697301971395,223.69039916992188,42005600,-0.012101497769472225
2024-11-12,224.00963641496367,225.04712701721013,222.82249764582772,223.69039916992188,40398300,0.0
2024-11-13,223.4709176605461,226.10456392944064,222.2239257676591,224.5782470703125,48566200,0.0039612364986992355
2024-11-14,224.47849544461576,228.31922131738446,224.45853931227538,227.67079162597656,44923900,0.01367650340895557
2024-11-15,225.8551667084814,226.3739196007606,223.73030286311794,224.4585418701172,47923700,-0.014209667755304236
2024-11-18,224.70792952115227,229.18712968944305,224.62812021676072,227.4712677001953,44686000,0.013332913192749514
2024-11-19,226.43377721041003,229.60613257977118,226.11455519341968,227.73065185546875,36211800,0.0011396445058950275
2024-11-20,227.51117324017346,229.37666823104936,225.34639715216647,228.44891357421875,35169600,0.0031490332611524975
2024-11-21,228.3292117939797,229.60613029336434,225.16684213362325,227.97007751464844,42108300,-0.002098230987732818
2024-11-22,227.51117639639193,230.16477882059493,227.51117639639193,229.3168182373047,38168300,0.005890151800999212
2024-11-25,230.9030055193102,232.68869124314412,229.1871434272115,232.30960083007812,90152800,0.012966435195333009
2024-11-26,232.76849125195545,235.00310615337486,232.76849125195545,234.49432373046875,45986200,0.009360413385804147
2024-11-27,233.9057547855541,235.12282010257627,233.24733940643014,234.36463928222656,33498400,-0.0005531917347428487
2024-11-29,234.24492549364632,237.2377059705746,233.40695061340287,236.7588653564453,28481400,0.010163987414045492
2024-12-02,236.69901868412032,240.21053691361496,236.58928278806928,239.013427734375,48137100,0.009477555909870313
2024-12-03,239.232908507596,242.1758064568113,238.32509471728144,242.06607055664062,38861000,0.0126909743805991
2024-12-04,242.28553892887177,243.5225604021956,240.66944226019712,242.42520141601562,44383900,0.0014825073058114097
2024-12-05,243.40284992887905,243.95151419061432,241.54732536132988,242.4551239013672,40033900,0.0001234221469800962
2024-12-06,242.32543882662802,244.04130085085734,241.49743440151175,242.25559997558594,36870600,-0.0008232701577332262
2024-12-09,241.24804586880077,246.64503053466012,241.16823655952678,246.1562042236328,44649200,0.015972943920925162
2024-12-10,246.2958646584201,247.612695417372,244.7495916510093,247.1737518310547,36914800,0.004125227093723223
2024-12-11,247.3632990378159,250.19646101706442,245.66737785476369,245.89683532714844,45205800,-0.0051794586486919245
2024-12-12,246.2958641332418,248.1414182384854,245.08876927344312,247.36329650878906,32777500,0.005946012692123492
2024-12-13,247.223631137632,248.69007959411312,245.647431564018,247.5328826904297,33155300,0.0006853404629342089
2024-12-16,247.3932343641577,250.77507595019196,247.05404098232512,250.43588256835938,51694800,0.011659497412193657
2024-12-17,249.47818331943677,253.21915892963332,249.1789022262073,252.8699951171875,51356400,0.009672573416736508
2024-12-18,251.55318925842403,253.66808268004456,247.14382766353577,247.4530792236328,56774100,-0.021654518225942266
2024-12-19,246.90440599607692,251.3935770141874,246.49538898335234,249.1888885498047,60882300,0.006990212293290233
2024-12-20,247.44310326755718,254.3863612366688,245.09876750312787,253.87759399414062,147495300,0.01864104001678226
2024-12-23,254.15691915529422,255.03479114956258,252.8400883307868,254.6557159423828,40858800,0.003060261895574557
2024-12-24,254.87518901917565,257.58862955018265,254.67565812568793,257.57867431640625,23234700,0.011412705416820603
2024-12-26,257.56867823862046,259.47408555117545,257.0100282923795,258.39666748046875,27237100,0.003170670313421276
2024-12-27,257.20952960207876,258.0774615569102,252.4510193654514,254.9749298095703,42355300,-0.01333064922490271
2024-12-30,251.62300520062965,252.88995321263158,250.14657107718884,251.59307861328125,35557500,-0.013352210891239268
2024-12-31,251.83251072711272,252.67048563095815,248.82974448856297,249.81736755371094,39480700,-0.007082893851548473
2025-01-02,248.3309608077005,248.5005651105234,241.23808511721737,243.26319885253906,55740700,-0.026586141074017924
2025-01-03,242.7743682861328,243.5923870862029,241.3079045417172,242.7743682861328,40244100,-0.0020114936139843066
2025-01-06,243.72207367593157,246.73481040856498,242.61474424512696,244.41041564941406,45045600,0.006716357190635639
2025-01-07,242.3952722906863,244.9590949760797,240.76920518354387,241.62713623046875,40856000,-0.011453065024720469
2025-01-08,241.33782978685954,243.12353076570005,239.47233471944105,242.11595153808594,37628900,0.00202097140548482
2025-01-10,239.43242868693397,239.58207685657038,232.43930319937854,236.28004455566406,61710900,-0.02439901898310373
2025-01-13,232.96802072299363,234.10527676213235,229.16719172961072,233.83592224121094,49630700,-0.01039804860272851
2025-01-14,234.1850763475817,235.55177458449063,231.9105643637605,232.71861267089844,39435300,-0.004789629604594828
2025-01-15,234.07533889356793,238.38495013235746,233.86583756026477,237.2975616455078,39832000,0.0194848351770419
2025-01-16,236.77883010316478,237.4372302632713,227.4812511099753,227.710693359375,71759100,-0.04123895352143704
2025-01-17,231.5614090278119,231.73099810398455,227.93016912923343,229.4265594482422,68488300,0.007507041425975438
2025-01-21,223.46094530610958,223.87993275191027,218.85206818023312,222.10421752929688,98070400,-0.03243625583867951
2025-01-22,219.26108010259503,223.58066200952604,219.26108010259503,223.29136657714844,64126500,0.00533077516480544
2025-01-23,224.19918327232872,226.4836658384098,221.76505253825962,223.1217803955078,60234800,-0.0007597723810265542
2025-01-24,224.23906824814947,225.08702882156655,220.877182986192,222.24388122558594,54697900,-0.003942379858285914
2025-01-27,223.4809115633434,231.59133678218907,223.44099929694335,229.30685424804688,94863400,0.03128573849983731
2025-01-28,230.2944737209622,239.61199368769647,230.25456145518996,237.68663024902344,75707600,0.03589204498988449
2025-01-29,233.55658589116152,239.28277807440017,233.446849997024,238.7839813232422,45486100,0.004606172921303644
2025-01-30,238.09563705158317,240.21053038482776,236.63915907674937,237.0182342529297,55658300,-0.007422223430923426
2025-01-31,246.59515764263173,246.59515764263173,232.87824601959832,235.4320831298828,101075100,-0.006714598441762216
2025-02-03,229.4365345420127,231.27210292869276,225.1568499027089,227.46128845214844,73063300,-0.0344424142477425
2025-02-04,226.70312948058964,232.5689843025687,226.10456727432145,232.23977661132812,45067300,0.020790294566618864
2025-02-05,227.98006230899622,232.11009917003332,227.7206934550818,231.91058349609375,39620300,-0.0014184764193869005
2025-02-06,230.7334042435517,233.23737378273856,229.875473186273,232.6587677001953,29925300,0.003220982395956465
2025-02-07,232.04025529180169,233.43688010961284,226.71309440770742,227.08221435546875,39707200,-0.024260734117072132
2025-02-10,229.26935130196645,230.2880044885276,226.90244480659103,227.3518524169922,33115600,0.0011866984140591096
2025-02-11,227.90114370319637,234.92193591818142,227.83124330015124,232.3153533935547,53718400,0.021596902445468382
2025-02-12,230.89721134547665,236.64967765066982,230.377888084301,236.55978393554688,45243300,0.01810523163596987
2025-02-13,236.5997394445533,242.02262084431055,235.2614980047627,241.21368408203125,53614100,0.0194822344017541
2025-02-14,240.93404435379279,245.22841586050225,240.67439035154717,244.2796630859375,40896200,0.012630532555837926
2025-02-18,243.83025306858283,244.85890295305822,241.52328070167576,244.14984130859375,48822500,-0.0005315886089306758
2025-02-19,244.33958470767533,245.68780753699892,242.84154918255663,244.54930114746094,32204200,0.0016347887406708917
2025-02-20,244.61922281669615,246.4568094488268,243.9700649298591,245.508056640625,32316900,0.003912834696433904
2025-02-21,245.6278941258364,248.36431123309396,244.89885442060717,245.22842407226562,53197400,-0.0011396446346050861
2025-02-24,244.609226181644,248.53408727873096,244.09989957647335,246.77639770507812,51326400,0.0062925348374166185
2025-02-25,247.67521063757022,249.67259136851834,244.58926106556868,246.71646118164062,48013300,-0.00024290735986502572
2025-02-26,244.01001367840516,244.65915630674968,238.8168269352331,240.0452117919922,44433600,-0.027412458745591804
2025-02-27,239.09646458024955,242.14247324939222,236.74953612071198,236.98922729492188,41153600,-0.012812602416636874
2025-02-28,236.63967447024518,241.77294223985544,229.89851463379637,241.5232696533203,56833400,0.018951137472707987
2025-03-03,241.47333193183624,243.71040379171194,235.80077808405883,237.71826171875,47184000,-0.015879624956666456
2025-03-04,237.39870037793833,239.75561031847352,234.3726544629493,235.6210174560547,53798100,-0.008861542150116603
2025-03-05,235.11168617953675,236.2402111793479,228.92979032203158,235.4312744140625,47227600,-0.0008056135402760656
2025-03-06,234.13297099659667,237.54849020730907,232.8546485518437,235.0218048095703,45170400,-0.001740746212420206
2025-03-07,234.80209169163373,241.05388787370777,234.45254396930395,238.7569122314453,46273600,0.015767634433021885
2025-03-10,235.23152514577004,235.85072354308846,223.92635798057333,227.1820831298828,72071200,-0.04969410642260904
2025-03-11,223.51689291637274,225.54423318142804,217.16522145004404,220.55078125,76137400,-0.029623855448544453
2025-03-12,219.85169651198805,221.4595886104368,214.6285501658544,216.69583129882812,62547500,-0.017633297667746444
2025-03-13,215.6671885752157,216.55602242060417,208.14705109128238,209.4053955078125,61368300,-0.034222606540151156
2025-03-14,210.97334672214788,213.66980775083542,209.30553558500114,213.21041870117188,60107600,0.01800749468460925
2025-03-17,213.0306430192638,214.93814530685134,209.69502079955336,213.71974182128906,48073400,0.00238597976362677
2025-03-18,213.87952928252258,214.8682229774316,211.21302787332291,212.4114532470703,42432400,-0.006140328142879185
2025-03-19,213.93944620866878,218.47349365471302,213.470060528986,214.95811462402344,54385400,0.011917982523606032
2025-03-20,213.70975404736055,217.20517028159983,211.94206785632258,213.81961059570312,48862900,-0.005310475040786
2025-03-21,211.2829271905112,218.5533916912833,211.0032951126973,217.98414611816406,94127800,0.01928961751033247
2025-03-24,220.71056863168138,221.1899357355996,218.29373979930335,220.44091796875,44299500,0.011207377347129153
2025-03-25,220.48087718007702,223.80651793975238,219.79177838679217,223.45697021484375,34493600,0.013589155251906744
2025-03-26,223.21727075576553,224.7253029108424,220.18125884970436,221.2398681640625,34466100,-0.009971379284262227
2025-03-27,221.1000540446544,224.69534536875565,220.271139232742,223.5568389892578,37094800,0.010418205641834703
2025-03-28,221.3796909591809,223.51688772665744,217.39491092445158,217.6146240234375,39818600,-0.026939976158929048
2025-03-31,216.72579102857173,225.32451569687797,215.9468137615173,221.83909606933594,65299300,0.019226607889126515
2025-04-01,219.5221267668628,223.3870536043053,218.61331487709137,222.897705078125,36412700,0.004760617989655886
2025-04-02,221.03016017035932,224.89508702876748,220.73055001137135,223.59678649902344,35905900,0.0031314249350967594
2025-04-03,205.27081771109022,207.2182761783418,200.9864426085102,202.9239044189453,103419000,-0.09701331584053502
2025-04-04,193.6360793511012,199.61824028069563,187.09465424061224,188.13330078125,125910900,-0.0756802954031036
2025-04-07,176.967935484531,193.89573468350994,174.39131242893686,181.2223663330078,160466300,-0.03742593778352885
2025-04-08,186.4554964395268,190.09072892121037,168.9884109270566,172.19419860839844,120859500,-0.05110191892092409
2025-04-09,171.72480450043201,200.3472738997123,171.6648855169899,198.58958435058594,184395900,0.14261740329172745
2025-04-10,188.82240088513313,194.52491452460524,182.76034285398336,190.17062377929688,121880000,-0.04331861579824623
2025-04-11,185.856281088865,199.27866665425725,185.81632494094944,197.89048767089844,87435900,0.03979209603829932
2025-04-14,211.1630921847052,212.6611277249045,200.8965565016436,202.25477600097656,101352900,0.021814384892108546
2025-04-15,201.59564256833872,203.24347561495443,199.53834280484799,201.87527465820312,51343900,-0.001878115491318952
2025-04-16,198.10021911176236,200.4371508814261,192.11805840887246,194.0155792236328,59732400,-0.03971159339649635
2025-04-17,196.94174374665747,198.56961397436802,194.16538565496842,196.72203063964844,51334300,0.013853259226200324
2025-04-21,193.01688474432112,193.54618940120912,189.56140949031536,192.9070281982422,46742500,-0.019583366680856033
2025-04-22,195.8631544964882,201.32599215129426,195.71335703344474,199.47842407226562,52976400,0.033497726806743545
2025-04-23,205.7302222309065,207.7276030292648,202.5344160012944,204.33206176757812,52929200,0.024040343783990455
2025-04-24,204.62166872266098,208.5565112075726,202.67422555441442,208.09710693359375,47311000,0.018258406762068795
2025-04-25,206.0997277622984,209.47530610539675,205.92995222724628,209.00592041015625,38222300,0.004357747871284824
2025-04-28,209.72497582911666,211.2230113707532,207.1883090170199,209.8647918701172,38743100,0.004100896235723182
2025-04-29,208.41669143858087,211.96204522644123,208.09710321217068,210.9333953857422,36827600,0.0050789468448398396
2025-04-30,209.02590396975114,213.30029766677714,206.399343338795,212.22171020507812,52286500,0.006089109089832267
2025-05-01,208.80618155790114,214.2790004444518,208.62640936955898,213.04063415527344,57365700,0.003851387141730376
2025-05-02,205.82009105417706,206.71892151455646,201.89524528415058,205.08106994628906,101010600,-0.03807755408095264
2025-05-05,202.83402512431957,203.83271551835597,197.9504297070337,198.62953186035156,69018500,-0.03196392335662175
2025-05-06,197.9504203457911,200.38721199140494,196.7619763948813,198.25001525878906,51216500,-0.0019125032771083674
2025-05-07,198.90915494694545,199.1788056079939,192.99690991055434,195.99298095703125,68536700,-0.011450090336810546
2025-05-08,197.46106353953903,199.78801395815432,194.42503624466005,197.2313690185547,50478900,0.006298654474560001
2025-05-09,198.739389980464,200.2773664943336,197.28129528859796,198.27000427246094,36453900,0.005252258079057885
2025-05-12,210.97000122070312,211.27000427246094,206.75,210.7899932861328,63775800,0.06123258566165509
2025-05-13,210.42999267578125,213.39999389648438,209.0,212.92999267578125,51909300,0.01010109344017187
2025-05-14,212.42999267578125,213.94000244140625,210.5800018310547,212.3300018310547,49325800,-0.002821761983669661
2025-05-15,210.9499969482422,212.9600067138672,209.5399932861328,211.4499969482422,45029500,-0.004153127331358633
2025-05-16,212.36000061035156,212.57000732421875,209.77000427246094,211.25999450683594,54737900,-0.0008989730928673613
2025-05-19,207.91000366210938,209.47999572753906,204.25999450683594,208.77999877929688,46140500,-0.011808516259790175
2025-05-20,207.6699981689453,208.47000122070312,205.02999877929688,206.86000061035156,42496600,-0.009238821233101603
2025-05-21,205.1699981689453,207.0399932861328,200.7100067138672,202.08999633789062,59211800,-0.023329114291235003
2025-05-22,200.7100067138672,202.75,199.6999969482422,201.36000061035156,46742400,-0.003618770750769896
2025-05-23,193.6699981689453,197.6999969482422,193.4600067138672,195.27000427246094,78432900,-0.030711115726039975
2025-05-27,198.3000030517578,200.74000549316406,197.42999267578125,200.2100067138672,56288500,0.024983611085566255
2025-05-28,200.58999633789062,202.72999572753906,199.89999389648438,200.4199981689453,45339700,0.001048306276362571
2025-05-29,203.5800018310547,203.80999755859375,198.50999450683594,199.9499969482422,51396800,-0.002347835463872541
2025-05-30,199.3699951171875,201.9600067138672,196.77999877929688,200.85000610351562,70819900,0.00449107116349544
2025-06-02,200.27999877929688,202.1300048828125,200.1199951171875,201.6999969482422,35423300,0.004223038636265427
2025-06-03,201.35000610351562,203.77000427246094,200.9600067138672,203.27000427246094,46381600,0.007753735759536577
2025-06-04,202.91000366210938,206.24000549316406,202.10000610351562,202.82000732421875,43604000,-0.002216243293754774
2025-06-05,203.5,204.75,200.14999389648438,200.6300048828125,55126100,-0.010856482266256429
2025-06-06,203.0,205.6999969482422,202.0500030517578,203.9199981689453,46607700,0.016265311059071526
2025-06-09,204.38999938964844,206.0,200.02000427246094,201.4499969482422,72862600,-0.012186554600183343
2025-06-10,200.60000610351562,204.35000610351562,200.57000732421875,202.6699981689453,54672600,0.0060378350081640355
2025-06-11,203.5,204.5,198.41000366210938,198.77999877929688,60989900,-0.01938035209767723
2025-06-12,199.0800018310547,199.67999267578125,197.36000061035156,199.1999969482422,43904600,0.0021106504315444113
2025-06-13,199.72999572753906,200.3699951171875,195.6999969482422,196.4499969482422,51447300,-0.013901399360486715
2025-06-16,197.3000030517578,198.69000244140625,196.55999755859375,198.4199981689453,43020700,0.00997805652363861
2025-06-17,197.1999969482422,198.38999938964844,195.2100067138672,195.63999938964844,38856200,-0.014109754442192705
2025-06-18,195.94000244140625,197.57000732421875,195.07000732421875,196.5800018310547,45394700,0.004793249901647917
2025-06-20,198.24000549316406,201.6999969482422,196.86000061035156,201.0,96813500,0.022235425606040273
2025-06-23,201.6300048828125,202.3000030517578,198.9600067138672,201.5,55814300,0.0024844733276619658
2025-06-24,202.58999633789062,203.44000244140625,200.1999969482422,200.3000030517578,54064000,-0.0059731234790300165
2025-06-25,201.4499969482422,203.6699981689453,200.6199951171875,201.55999755859375,39525700,0.006270833792136221
2025-06-26,201.42999267578125,202.63999938964844,199.4600067138672,201.0,50799100,-0.002782183640768199
2025-06-27,201.88999938964844,203.22000122070312,200.0,201.0800018310547,73114100,0.00039793987139912456
